threshold,precision,recall,f1
0.3,0.4396887159533074,0.9064171122994652,0.5921397379912664
0.4,0.4831288343558282,0.8422459893048129,0.6140350877192983
0.5,0.5391621129326047,0.7914438502673797,0.6413867822318526
0.6,0.5694760820045558,0.6684491978609626,0.6150061500615006
0.7,0.6472602739726028,0.5053475935828877,0.5675675675675675
